,low,med,high
MostPop,0.9303706094724057,0.9351053107138927,0.9376090523038764
UserKNN,0.9385943291497029,0.9408861235032429,0.9416977948021561
ItemKNN,0.9391459241955988,0.9405542896707265,0.9392658617914396
MF,0.9390913887814727,0.9419025874376352,0.9411405153356371
PMF,0.9458948241590651,0.9460918405037082,0.9451627380182837
NMF,0.9372859465208292,0.9408798419506802,0.9425553136904657
HPF,0.9332767227983295,0.9369767081046145,0.9389316285428538
