,low,med,high
MostPop,0.6413640304611978,0.6230177096687065,0.6375526554030435
UserKNN,0.6418008760479026,0.6185798243464486,0.6195400478746401
ItemKNN,0.6387764169474098,0.6159993894583996,0.6174580583135791
MF,,,
PMF,0.6363134733459888,0.6286695359554997,0.6256698088515664
NMF,0.6347713875611675,0.6152571745157759,0.6223375297781767
HPF,0.6636644862948361,0.6391001324138135,0.6462912123598902
