,low,med,high
MostPop,703.8021015348986,369.15876378080173,224.149192000238
UserKNN,-71.09941320190558,-83.40495117155501,-88.10221973337002
ItemKNN,-53.24240066514538,-67.04338199408518,-76.90478092963784
MF,,,
PMF,-70.08850901649221,-81.75758486930995,-87.15201507193035
NMF,-76.39735572628994,-85.81003863344475,-90.12785871218951
HPF,113.22957450647746,98.84720047112388,82.41256160593295
