,low,med,high
MostPop,733.9091021003977,373.84335857985565,213.0371630133205
UserKNN,-69.25329999891164,-83.38656051817094,-88.51918903707111
ItemKNN,-51.4239391135591,-67.6091430295603,-75.9328302816049
MF,,,
PMF,-68.98986519985993,-81.55252400877782,-87.62986435513913
NMF,-75.43398004084546,-85.64411165880502,-90.5461371098852
HPF,125.56197582850086,101.35403157764947,73.32619503933887
