,low-med,low-high,med-high
MostPop,2.0858169949869366e-05,2.2665266944662345e-44,1.1475512491206198e-38
UserKNN,0.0005870543716912636,0.08659448198426098,0.20319932438392221
ItemKNN,0.3544965172521286,0.16312388462257177,0.4272697327450611
MF,,,
PMF,0.04271570963826403,0.05028377689666746,0.694401850521061
NMF,0.00042548445590183463,0.007450069091927294,0.8462851878432078
HPF,0.12849912654528525,1.4577918739967239e-12,4.872059648667137e-12
