,low,med,high
MostPop,127.20658663345338,59.4655543001554,15.406459647711564
UserKNN,50.227036745087936,26.151126348962663,7.790683679000771
ItemKNN,63.76214047071843,21.988357262309254,5.448109144046682
MF,31.504128415352646,16.57497144827867,5.660399610737069
PMF,52.491420217295214,26.04572366550679,8.128683006014919
NMF,57.18360458593388,29.229656664206,8.699026070195734
HPF,69.25091492094867,41.838109891270136,12.277707194760474
