,low-med,low-high,med-high
MostPop,0.0,0.0,0.0
UserKNN,0.0009938354918390636,0.0008977588837796877,0.6496745892950216
ItemKNN,1.3405404858025201e-32,5.488161534825693e-92,6.390369758360449e-137
MF,2.7419874517117044e-35,4.1646060999279064e-67,3.2562798465453873e-25
PMF,9.405367160038242e-36,3.6562236876238473e-72,2.298129710622545e-31
NMF,6.592292564962936e-10,1.1619731262209886e-18,3.627715793850571e-07
HPF,4.06234560928367e-17,3.405993928208903e-104,4.014675588520321e-153
