,low,med,high
MostPop,239.64926137552717,367.08639391321867,641.112969846098
UserKNN,-87.50820384234922,-83.34947068481551,-73.99231888793105
ItemKNN,-76.92426451560522,-67.72564354522561,-52.12788741938662
MF,,,
PMF,-86.53668750688897,-81.85564066777454,-72.34490826018155
NMF,-89.66983609827285,-85.85851505722361,-78.27467305709908
HPF,86.80759352257296,98.23258568275668,104.21795411592333
