,low-med,low-high,med-high
MostPop,0.0,0.0,0.0
UserKNN,2.6761870489734365e-39,4.353739991666967e-66,5.1474127211394675e-40
ItemKNN,7.405137103612977e-08,9.9183939286807e-19,5.239030346578349e-10
MF,,,
PMF,0.0,0.0,0.0
NMF,5.484350221884732e-177,5.5487062041853265e-270,1.5520597782091704e-199
HPF,0.004162135037657442,4.253635548636741e-09,8.784643646021498e-07
