,low-med,low-high,med-high
MostPop,0.006196105165647285,1.957806901901553e-47,1.258178283479644e-150
UserKNN,5.892815965471577e-06,0.1567819391572154,7.700656834265344e-06
ItemKNN,0.015768253998696663,8.543290236067846e-11,1.6255733913287803e-09
MF,,,
PMF,2.837006279757949e-06,0.19525899266337174,2.463487184407928e-20
NMF,9.99810929219176e-05,1.5203920167755126e-06,0.07675894334293455
HPF,4.806748580926707e-07,0.21525037880141165,7.903676979215737e-24
