,low-med,low-high,med-high
MostPop,0.0,0.0,0.0
UserKNN,0.16899867483362574,0.4044186917787539,0.009903030646299665
ItemKNN,2.0368362934080194e-120,4.701878166349406e-36,0.034467510406061684
MF,5.473825093466705e-05,2.178598968498081e-12,4.0672156895608055e-06
PMF,0.015126846262321086,4.138198251999666e-07,1.9859415249871001e-13
NMF,0.87021584854918,1.6122328113895393e-06,3.277760926857078e-08
HPF,4.346104540735964e-37,7.599825389276222e-24,0.03928828204407747
