,low-med,low-high,med-high
MostPop,0.0,0.0,0.0
UserKNN,1.2658156421375306e-29,7.979531516656181e-56,1.1514642338246314e-30
ItemKNN,7.886078317581779e-09,6.210583852115694e-19,4.309546355045845e-09
MF,,,
PMF,0.0,0.0,0.0
NMF,5.804101399765635e-159,1.063784312487381e-253,6.330096396493855e-157
HPF,0.0011821612495726966,0.00102319590225547,0.22762898871035378
