,low,med,high
MostPop,0.13807921427632208,0.33078539387793726,0.39534223374814725
UserKNN,0.014867096834538641,0.012840512292194375,0.006217784833932196
ItemKNN,0.0262816065561657,0.02491918035478376,0.030706832271108736
MF,,,
PMF,0.012699714641375691,0.015955568187218997,0.00788045496385253
NMF,0.016427164113281916,0.015741785576921862,0.0
HPF,0.38363026138471523,0.4447273437825144,0.4406096150356864
