,low,med,high
MostPop,112.86913134011837,58.88813250447967,21.590086238513425
UserKNN,44.416029744427924,25.92558192366129,10.321859992991188
ItemKNN,55.29434022113205,22.63320402078255,7.245164625984988
MF,26.235342176149945,16.770873117578624,7.368029505946945
PMF,44.95396901119531,26.03760901874604,11.052056962521162
NMF,50.79108460342256,28.807216142276186,11.841839718669423
HPF,59.63492998829063,41.37904116659611,16.821350368809124
