,low,med,high
MostPop,26.50761309427015,63.443051314844446,71.14447405278537
UserKNN,12.97068536887137,27.65494864978236,27.446467641158907
ItemKNN,9.690050103051844,25.378534995362102,32.55279637357782
MF,8.92338019958023,18.19311912945823,14.904764288408817
PMF,13.381526360746065,28.269168111518116,26.633622479793313
NMF,14.764895154581861,31.11969585726162,30.36877487619392
HPF,19.27519673156975,43.47666404270944,39.4082961872227
