,low-med,low-high,med-high
MostPop,0.028932183256818792,0.8788382720530379,0.04569906980250051
UserKNN,3.967065660058491e-05,0.006358258119979218,0.48678417074556635
ItemKNN,0.03939201951043747,0.1923152044273691,0.6511216027884359
MF,,,
PMF,0.030799373918468504,0.06246000488813779,0.907155581938067
NMF,0.0068051326912168695,0.09526501254875826,0.4981676433815543
HPF,0.0015283929395145245,0.05853534148967426,0.4344507437694275
