,low,med,high
MostPop,0.6395812952322114,0.6234050725637041,0.6382037237556429
UserKNN,0.6460073966027703,0.6164776863442694,0.6216893146058377
ItemKNN,0.6325906096126972,0.6170594159692232,0.620503355852058
MF,,,
PMF,0.6425875646655879,0.6265736617769089,0.6257031548118266
NMF,0.6361500547971477,0.615406407079429,0.6205402440870087
HPF,0.6627466871958112,0.6396773883749166,0.6455150293167004
