,low-med,low-high,med-high
MostPop,1.9253150608631982e-73,3.2178135199673483e-22,0.8011458267466605
UserKNN,0.22263287947555105,0.00046046492700764285,2.664514767401456e-06
ItemKNN,1.2759121382209426e-07,1.8343048122782295e-07,0.1345369812383447
MF,,,
PMF,0.0032554984089224496,0.05767192758560674,0.00010081878635212808
NMF,0.0035071454515724527,4.7034705259697075e-05,0.024078864534098375
HPF,8.295843974206185e-06,0.00046271353392086137,1.3522285933421601e-11
