,low-med,low-high,med-high
MostPop,2.9783929926872088e-55,3.9718053086521473e-56,5.623662656133165e-05
UserKNN,0.06798969561237533,0.028767515897675438,8.52309467748573e-08
ItemKNN,0.9147404677925682,0.41161702185796434,0.26485972543157427
MF,,,
PMF,0.5590762665079627,0.018574389361857395,0.000515073775643919
NMF,0.22894489918772085,1.9668288096408514e-05,1.87952917509811e-08
HPF,3.508998060564496e-09,8.348399754420272e-09,0.38324171271946883
