,low,med,high
MostPop,0.3179884610100823,0.43627125922683735,0.3327526391462366
UserKNN,0.00041562759767248546,0.00030971251646005,0.003083032796126937
ItemKNN,0.027770496440658037,0.12761277215462605,0.10890568457907174
MF,0.05087062290905465,0.10375912437190471,0.1099701367988957
PMF,0.18912873526615198,0.2730266082436077,0.21959159162811495
NMF,0.004226429151851983,0.010910418325809159,0.015165797411014977
HPF,0.4773038068035559,0.5813062670843667,0.5116683411848281
