,low,med,high
MostPop,303.96428443910935,177.4352346791362,109.9754950262872
UserKNN,-98.98652323347066,-99.45584029330456,-99.49164842295819
ItemKNN,-58.1797644717452,-80.01065296458884,-96.51578541719915
MF,-47.03177380880006,-62.86984775457077,-70.64467779538064
PMF,46.63672972307824,15.451507749127533,-0.9234136853096734
NMF,-93.56832930440954,-95.54248291220895,-96.55417383757849
HPF,95.15043660951457,79.98271688938796,53.08558009421053
