,low,med,high
MostPop,0.366758128838243,0.40179277219345255,0.38778767612747383
UserKNN,0.002841188541893481,0.0003897992228580803,0.0004149377593360996
ItemKNN,0.17696249940020375,0.10812739136398856,0.018278648455574566
MF,0.15342376772223948,0.09227197665411266,0.041910076619614406
PMF,0.25651664337806146,0.25166802184218445,0.2164774569326985
NMF,0.015371515583872715,0.010300029310140875,0.005861967469018304
HPF,0.5737295048302057,0.5521461719604484,0.5029440239044299
