,low,med,high
MostPop,191.07895710680629,182.4962513831505,110.9776531642679
UserKNN,21.32697540977278,35.12900735937033,31.14042302419002
ItemKNN,-0.2853772973588905,4.933085629195846,17.92509471503775
MF,,,
PMF,57.172553560411785,74.02200782735288,62.3193058024895
NMF,14.846776245477988,20.062912454700367,27.79173341818593
HPF,58.96040613178395,88.65291100502027,71.55333068895867
