,low,med,high
MostPop,0.1374564848908659,0.3339944135216912,0.38633790420234143
UserKNN,0.009321479797334914,0.015947019818446904,0.002443879292378328
ItemKNN,0.025553081429858886,0.024953109481834965,0.03133357001626193
MF,,,
PMF,0.014143120378012455,0.01642495248260792,0.005028896341049008
NMF,0.019936071057852077,0.014221633398969888,0.0010515495892857623
HPF,0.3670819432512073,0.4453048563680392,0.45542539541262006
