,low-med,low-high,med-high
MostPop,1.61405782828193e-09,6.331900995584615e-17,1.5519509987810556e-05
UserKNN,0.0014595526574986797,3.399837142635238e-07,0.0014370820289332242
ItemKNN,0.007143120686210461,6.702503681756152e-06,0.0034198536935497307
PMF,0.0001592485661391812,9.480728262064077e-16,1.563255331949291e-10
NMF,0.016538187037064587,1.6007838875875757e-05,0.0027386334172243296
HPF,3.064208828902133e-06,3.893628189639828e-19,2.7310592965434998e-11
