,low,med,high
MostPop,0.13501748877158132,0.06890718080961539,0.03381914296571148
UserKNN,0.0002491970162781298,0.0,0.0
ItemKNN,0.0,0.0,0.0
PMF,0.0,0.0,0.0
NMF,0.0,0.0,0.0
HPF,0.04847323488047755,0.025539243298107396,0.01175158703403223
