,low,med,high
MostPop,-38.73959049451122,-21.931891521810808,-7.418873145404832
UserKNN,-59.04066929658557,-40.69084475948795,-18.07544310949903
ItemKNN,-59.83256776762575,-41.495647923219934,-18.81298069043882
PMF,-42.24883341860441,-24.887136638399795,-8.324272174187364
NMF,-58.85895809176965,-40.269670534481605,-17.668995361537597
HPF,-40.62551197383559,-20.168364084322153,-4.6905380919364585
