,low-med,low-high,med-high
MostPop,0.5497423997583786,0.709233096899067,0.24226400187290584
UserKNN,8.096479265691412e-05,0.0007763712489360597,0.2835109082145394
ItemKNN,0.00063268491969778,0.0021088802469373833,0.12340082818553029
PMF,0.0027932285632344908,4.729019682740367e-40,1.0175362829619425e-40
NMF,0.02053142995546363,0.008962935565907713,0.24473304472893231
HPF,0.013910823765808995,0.8879081448121875,0.023956697871880216
