,low,med,high
MostPop,-45.20198651374685,-54.99031181544064,-40.638822136374806
UserKNN,-62.95476770812935,-65.76225265243329,-50.96478909421079
ItemKNN,-68.98673983043466,-75.84969298256861,-60.48554449645944
PMF,186.81794971195853,175.97480332879002,106.60291493822844
NMF,-44.9618994588583,-53.279257319236365,-37.85566066904148
HPF,-34.09731482984241,-37.168592952571885,-22.073560034401986
