,low,med,high
MostPop,0.6056922774243857,0.6120623519726966,0.6483907222099311
UserKNN,0.6188489456643652,0.6144403053592802,0.6351230451182938
ItemKNN,0.6051189525870477,0.6151872700410917,0.6315488794096494
PMF,0.6529024268996088,0.640789600474781,0.6440680175957538
NMF,0.6056732814440198,0.6150324099346413,0.6418930842515279
HPF,0.6201290442321961,0.6039522527340062,0.6301670272129387
