,low,med,high
MostPop,-28.48737826284876,-59.14245318564456,-73.17587516822435
UserKNN,-82.79387097624816,-89.74027461955018,-93.25723207026036
ItemKNN,-84.23462065201012,-90.64410846437589,-93.86432683176997
PMF,590.2948665965476,298.0865793741006,162.96503329636056
NMF,-77.33624250173692,-86.62479746192231,-90.9789367812154
HPF,-69.26144171793398,-78.95080782858146,-83.13110705285274
