,low,med,high
MostPop,-31.04306092462353,-59.620657448278955,-72.0795644392424
UserKNN,-83.43915637516052,-89.86566259604302,-92.95765458453606
ItemKNN,-84.84590301666255,-90.76422802121648,-93.57091764515252
PMF,565.9682524024419,294.1794816568914,171.98345131981947
NMF,-78.051719034617,-86.77349474164978,-90.66775397730827
HPF,-70.42723398774851,-79.25634200850752,-82.29850612539612
