,low-med,low-high,med-high
MostPop,6.926437578856263e-13,8.90983710682743e-05,4.081751776087472e-24
UserKNN,0.005339153746955106,4.409183137868041e-13,5.9013512377299855e-22
ItemKNN,9.304723067766842e-11,1.7836000113141325e-09,1.8556772967189623e-24
PMF,0.0019421180163949172,4.596713591518942e-49,9.826665813392365e-153
NMF,7.644011924886074e-10,7.6071718722329944e-06,2.043929451268974e-24
HPF,0.016442353396499024,1.5454045076542954e-10,1.2984307716732183e-23
