,low-med,low-high,med-high
MostPop,0.0,0.0,0.0
UserKNN,0.0,0.0,0.0
ItemKNN,0.0,0.0,0.0
PMF,2.9421679405794825e-12,1.6583853637389497e-22,0.0
NMF,0.0,0.0,0.0
HPF,8.405126582887148e-10,7.673774609936177e-60,3.7604129918172885e-44
