,low-med,low-high,med-high
MostPop,0.0,0.0,0.0
UserKNN,0.0,0.0,0.0
ItemKNN,0.0,0.0,0.0
PMF,0.0,0.0,0.0
NMF,8.69866597696576e-216,3.761994e-318,1.5001745750119166e-292
HPF,7.50132353115823e-71,5.599020714215246e-113,5.687147579902913e-29
