,low,med,high
MostPop,0.038999220463782014,0.08463840692258458,0.08261843124771626
UserKNN,0.0,0.0,0.00024940347610934616
ItemKNN,0.0,0.0,0.0
PMF,0.0,0.0,0.0
NMF,0.0,0.0,0.0
HPF,0.015825792626832702,0.027378129631202505,0.0388874563218848
