,low,med,high
MostPop,-41.98347719206655,-23.00245352372462,-4.335201706641892
UserKNN,-63.70575097961545,-42.84039383382675,-12.313484449177672
ItemKNN,-64.44868742824771,-43.748913304750474,-12.854752166562033
PMF,-46.033156706519804,-26.104110153698105,-4.748846215575731
NMF,-63.47819094912816,-42.36959655709698,-12.038064720168617
HPF,-44.81540900167718,-20.686127383826104,-2.412564389315536
