,low,med,high
MostPop,0.6353766547087709,0.6196989081541827,0.5956569691825151
UserKNN,0.6303939097183336,0.6185759980245372,0.61109735534435
ItemKNN,0.6270583754038315,0.6166410679164309,0.6051817992215627
PMF,0.6347192347907833,0.6425362462757993,0.6570401468409706
NMF,0.6444521042942736,0.6151096739925053,0.602767908068081
HPF,0.6286869037450479,0.60718208000475,0.6118424085975427
