,low-med,low-high,med-high
MostPop,0.0,0.0,0.0
UserKNN,0.0,0.0,0.0
ItemKNN,0.0,0.0,0.0
PMF,0.0,0.0,0.0
NMF,2.288809651757434e-180,1.72e-321,2.543969873797256e-210
HPF,3.6018793424065243e-09,1.1670405236007713e-64,2.248520844299789e-50
