,low,med,high
MostPop,-42.25367770201453,-54.21137151881599,-44.75085865252602
UserKNN,-52.76077800118762,-64.79570079407488,-62.40422578017654
ItemKNN,-62.149844019269636,-74.79402069432129,-69.37087034961021
PMF,114.41264193603548,172.92015313748553,176.9117561578553
NMF,-40.01448560212626,-52.30476323405624,-44.059804049757425
HPF,-24.249366091725538,-36.36367208962367,-32.015198912882056
