,low-med,low-high,med-high
MostPop,0.35085855535351107,0.406120300384177,0.06151250878202801
UserKNN,0.18220612999913952,0.002041764952634894,0.003872531098862931
ItemKNN,0.08717789780495755,0.0014998311183474153,0.0008604352153805783
PMF,1.0715251884163959e-43,5.031323457427745e-44,0.0006391128644510445
NMF,0.32046526715173906,0.0006877643163865242,1.3362939677503045e-05
HPF,0.4323999110646858,0.043383434293259145,0.0003829782121267872
