,low,med,high
MostPop,-70.71154801810421,-59.79887353039125,-36.489996927023434
UserKNN,-92.61139169220507,-89.91687039663489,-84.72183520100326
ItemKNN,-93.23360040326702,-90.81583584390474,-86.04089560298326
PMF,185.38029256160974,292.6654225246317,512.1741949934631
NMF,-90.21933846242123,-86.83410948714713,-79.75865324287199
HPF,-81.7382608282993,-79.41634999167184,-71.83545406954858
