,low-med,low-high,med-high
MostPop,9.452695788614876e-08,2.9311042621865566e-16,1.801842700583503e-06
UserKNN,0.0038986193002838875,2.4107418476672714e-07,0.0003204566610984105
ItemKNN,0.015424655309693279,6.000326776064663e-06,0.0012213905292443245
PMF,0.0011267266333465286,4.1319088345137423e-11,4.791244636167686e-07
NMF,0.015111439250359186,9.081903722288737e-06,0.0017931252263397735
HPF,3.4493064034323935e-05,4.4886113566093385e-17,1.0287152645574106e-10
