,low-med,low-high,med-high
MostPop,0.0,0.0,0.0
UserKNN,0.0,0.0,0.0
ItemKNN,0.0,0.0,0.0
PMF,8.326765722504695e-12,1.47213122643955e-20,1.390572890664964e-246
NMF,0.0,0.0,0.0
HPF,3.121300372097487e-11,1.1636976418211666e-64,7.180365482391676e-47
