,low-med,low-high,med-high
MostPop,6.93537162409398e-136,0.0,0.0
UserKNN,0.0,0.0,0.0
ItemKNN,0.0,0.0,0.0
PMF,7.066884968057372e-22,1.4682633326975222e-09,6.888530844840999e-07
NMF,0.0,0.0,0.0
HPF,0.0002695424683168922,6.937598460886906e-24,1.5821612125239856e-18
