,low-med,low-high,med-high
MostPop,3.835667133283798e-26,1.7640951966645109e-12,0.9998416113462023
UserKNN,6.915814992022595e-44,8.649158564890824e-16,0.0929526279701413
ItemKNN,5.071456697440938e-43,2.766057005529721e-15,0.07750478474231903
PMF,4.633093437696848e-32,2.7263358348627974e-15,0.9217025114791271
NMF,1.025201688999733e-43,2.80352213000789e-16,0.13733665149719854
HPF,1.598978055648466e-25,2.210089220763828e-15,0.243059717580432
