,low,med,high
MostPop,0.027456669416784152,0.032797050719622425,0.021675902390441343
UserKNN,0.01150484874519848,0.007197267869224834,0.0019087866890431834
ItemKNN,0.013383752537652048,0.0064415044085112585,0.0010572722149955237
PMF,0.13479543774310845,0.3104701615929807,0.355761326764071
NMF,0.015312635544384215,0.011129586023167645,0.001864265601619859
HPF,0.041345822390933006,0.046799647488422316,0.026340402045786433
