,low-med,low-high,med-high
MostPop,0.03462366226567462,8.025354530245317e-06,0.001008265274891512
UserKNN,0.10889838801785784,0.035368943992615635,0.330541344455757
ItemKNN,0.16469125302506896,0.01664309166958332,0.1260814583919609
PMF,0.2980891072208439,0.015994098879786176,0.05568842477877102
NMF,8.591526765768133e-05,7.501084634383658e-06,0.10624052366967483
HPF,0.004568471291003336,0.07168501973049016,0.5417287931929919
