,low-med,low-high,med-high
MostPop,7.502580574395353e-10,0.03048333411941353,1.3529300875162629e-16
UserKNN,0.045943351292940846,1.2973042300797113e-09,5.152041701291628e-19
ItemKNN,1.5484890128637834e-07,8.38090152702691e-06,2.0112988771626414e-21
PMF,0.08138707161421346,4.663571420187296e-34,1.2841354953627262e-113
NMF,3.091149073281702e-07,0.0007488224050369225,7.43957671342468e-20
HPF,0.08280536479610942,4.2078406516558965e-08,1.3458121831319429e-18
