,low-med,low-high,med-high
MostPop,4.431782029304187e-17,4.813263915015066e-34,1.1930224937340258e-12
UserKNN,0.3175109391797233,0.3175109391797233,
ItemKNN,,,
PMF,,,
NMF,,,
HPF,4.1267046422711827e-07,2.1125637104870517e-15,1.273420369641592e-07
