,low-med,low-high,med-high
MostPop,0.3881969662244099,4.520332257018509e-06,2.726621023506695e-06
UserKNN,0.571207362037552,0.08194005672930006,0.005528589919188141
ItemKNN,0.1704732424704963,0.0038453173120874666,0.03230286253858768
PMF,0.09980744611417765,0.33749679859050574,0.6697121486398987
NMF,0.21068094680567942,8.632334216096213e-05,0.000384447392844411
HPF,0.033988220886565494,0.2825870328357529,0.0005560079756255843
