,low,med,high
MostPop,0.03223676309416931,0.03448843265425809,0.01182166290914921
UserKNN,0.011453772711654283,0.00741339780720873,0.001311472908635692
ItemKNN,0.012332202948366289,0.005914877499955721,0.0036887025299478997
PMF,0.1276452509740287,0.31200515381805444,0.35830653685792974
NMF,0.014185808626781997,0.011720113221943131,0.0012195109228956228
HPF,0.04871400523192288,0.04558828923803801,0.022606293955949496
