,low,med,high
MostPop,0.027761792658878695,0.03157170906198105,0.025046804121270937
UserKNN,0.0010754533557098501,0.007619649916636882,0.01107103593629567
ItemKNN,0.0010572722149955237,0.006633462857913466,0.012807877189445427
PMF,0.3496498818136073,0.310148633777094,0.14187146614123228
NMF,0.004124610913466563,0.010425772187406536,0.015163731739820841
HPF,0.03218193458381593,0.04756619379383331,0.03320465093667055
