domain,evaluation_strategy,popularity_notion,algorithm,metric_type,user_group,comparison_group,value,p_value
music,eva_two,pop_four,UserKNN,NDCG,med,N/A,0.6160250083843417,
music,eva_two,pop_four,ItemKNN,NDCG,med,N/A,0.6184835013946106,
music,eva_two,pop_four,PMF,NDCG,med,N/A,0.6275168315504555,
music,eva_two,pop_four,NMF,NDCG,med,N/A,0.6147386631820186,
music,eva_two,pop_four,HPF,NDCG,med,N/A,0.6408564245724475,
music,eva_two,pop_four,MostPop,NDCG,high,N/A,0.6412681654938116,
music,eva_two,pop_four,UserKNN,NDCG,high,N/A,0.6447062993578868,
music,eva_two,pop_four,ItemKNN,NDCG,high,N/A,0.6353780047773074,
music,eva_two,pop_four,PMF,NDCG,high,N/A,0.641911880489671,
music,eva_two,pop_four,NMF,NDCG,high,N/A,0.6381949400039642,
music,eva_two,pop_four,HPF,NDCG,high,N/A,0.6591360711170496,
music,eva_two,pop_four,MostPop,GAP,low,N/A,119.09098060343088,
music,eva_two,pop_four,UserKNN,GAP,low,N/A,32.2129508994394,
music,eva_two,pop_four,ItemKNN,GAP,low,N/A,17.580570324561705,
music,eva_two,pop_four,PMF,GAP,low,N/A,65.128983464387,
music,eva_two,pop_four,NMF,GAP,low,N/A,27.193666077812928,
music,eva_two,pop_four,HPF,GAP,low,N/A,74.35600995716004,
music,eva_two,pop_four,MostPop,GAP,med,N/A,179.35881528815733,
music,eva_two,pop_four,UserKNN,GAP,med,N/A,34.87815383718827,
music,eva_two,pop_four,ItemKNN,GAP,med,N/A,5.151569633619113,
music,eva_two,pop_four,PMF,GAP,med,N/A,72.747622673621,
music,eva_two,pop_four,NMF,GAP,med,N/A,20.70801461554905,
music,eva_two,pop_four,HPF,GAP,med,N/A,87.47024337070731,
music,eva_two,pop_four,MostPop,GAP,high,N/A,180.88442651868505,
music,eva_two,pop_four,UserKNN,GAP,high,N/A,20.92236376391599,
music,eva_two,pop_four,ItemKNN,GAP,high,N/A,1.1185856324203405,
music,eva_two,pop_four,PMF,GAP,high,N/A,57.31949480766597,
music,eva_two,pop_four,NMF,GAP,high,N/A,14.305913100224409,
music,eva_two,pop_four,HPF,GAP,high,N/A,59.15654829335914,
music,eva_two,pop_four,MostPop,NDCG_TTEST,N/A,low-med,,0.3415634850216367
music,eva_two,pop_four,UserKNN,NDCG_TTEST,N/A,low-med,,0.2671406488341666
music,eva_two,pop_four,ItemKNN,NDCG_TTEST,N/A,low-med,,0.4982621945442579
music,eva_two,pop_four,PMF,NDCG_TTEST,N/A,low-med,,0.5962717991723027
music,eva_two,pop_four,NMF,NDCG_TTEST,N/A,low-med,,0.4406947611048291
music,eva_two,pop_four,HPF,NDCG_TTEST,N/A,low-med,,0.5156198900759845
music,eva_two,pop_four,MostPop,NDCG_TTEST,N/A,low-high,,0.2972899825896744
music,eva_two,pop_four,UserKNN,NDCG_TTEST,N/A,low-high,,0.0255105624271519
music,eva_two,pop_four,ItemKNN,NDCG_TTEST,N/A,low-high,,0.0159481456086227
music,eva_two,pop_four,PMF,NDCG_TTEST,N/A,low-high,,0.0435456153502987
music,eva_two,pop_four,NMF,NDCG_TTEST,N/A,low-high,,0.0561332114239364
music,eva_two,pop_four,HPF,NDCG_TTEST,N/A,low-high,,0.1316026114637255
music,eva_two,pop_four,MostPop,NDCG_TTEST,N/A,med-high,,0.0297401757952856
music,eva_two,pop_four,UserKNN,NDCG_TTEST,N/A,med-high,,9.042956730616618e-05
music,eva_two,pop_four,ItemKNN,NDCG_TTEST,N/A,med-high,,0.025529887271653
music,eva_two,pop_four,PMF,NDCG_TTEST,N/A,med-high,,0.0534835673235666
music,eva_two,pop_four,NMF,NDCG_TTEST,N/A,med-high,,0.0021079106689695
music,eva_two,pop_four,HPF,NDCG_TTEST,N/A,med-high,,0.0123862267615072
music,eva_two,pop_four,MostPop,GAP_TTEST,N/A,low-med,,1.9253150608631985e-73
music,eva_two,pop_four,UserKNN,GAP_TTEST,N/A,low-med,,0.222632879475551
music,eva_two,pop_four,ItemKNN,GAP_TTEST,N/A,low-med,,1.2759121382209426e-07
music,eva_two,pop_four,PMF,GAP_TTEST,N/A,low-med,,0.0032554984089224
music,eva_two,pop_four,NMF,GAP_TTEST,N/A,low-med,,0.0035071454515724
music,eva_two,pop_four,HPF,GAP_TTEST,N/A,low-med,,8.295843974206185e-06
music,eva_two,pop_four,MostPop,GAP_TTEST,N/A,low-high,,3.2178135199673483e-22
music,eva_two,pop_four,UserKNN,GAP_TTEST,N/A,low-high,,0.0004604649270076
music,eva_two,pop_four,ItemKNN,GAP_TTEST,N/A,low-high,,1.8343048122782292e-07
music,eva_two,pop_four,PMF,GAP_TTEST,N/A,low-high,,0.0576719275856067
music,eva_two,pop_four,NMF,GAP_TTEST,N/A,low-high,,4.703470525969708e-05
music,eva_two,pop_four,HPF,GAP_TTEST,N/A,low-high,,0.0004627135339208
music,eva_two,pop_four,MostPop,GAP_TTEST,N/A,med-high,,0.8011458267466605
music,eva_two,pop_four,UserKNN,GAP_TTEST,N/A,med-high,,2.664514767401456e-06
music,eva_two,pop_four,ItemKNN,GAP_TTEST,N/A,med-high,,0.1345369812383447
music,eva_two,pop_four,PMF,GAP_TTEST,N/A,med-high,,0.0001008187863521
music,eva_two,pop_four,NMF,GAP_TTEST,N/A,med-high,,0.0240788645340983
music,eva_two,pop_four,HPF,GAP_TTEST,N/A,med-high,,1.35222859334216e-11
music,eva_three,pop_one,MostPop,NDCG,low,N/A,0.1374564848908659,
music,eva_three,pop_one,UserKNN,NDCG,low,N/A,0.0093214797973349,
music,eva_three,pop_one,ItemKNN,NDCG,low,N/A,0.0255530814298588,
music,eva_three,pop_one,PMF,NDCG,low,N/A,0.0141431203780124,
music,eva_three,pop_one,NMF,NDCG,low,N/A,0.019936071057852,
music,eva_three,pop_one,HPF,NDCG,low,N/A,0.3670819432512073,
music,eva_three,pop_one,MostPop,NDCG,med,N/A,0.3339944135216912,
music,eva_three,pop_one,UserKNN,NDCG,med,N/A,0.0159470198184469,
music,eva_three,pop_one,ItemKNN,NDCG,med,N/A,0.0249531094818349,
music,eva_three,pop_one,PMF,NDCG,med,N/A,0.0164249524826079,
music,eva_three,pop_one,NMF,NDCG,med,N/A,0.0142216333989698,
music,eva_three,pop_one,HPF,NDCG,med,N/A,0.4453048563680392,
music,eva_three,pop_one,MostPop,NDCG,high,N/A,0.3863379042023414,
music,eva_three,pop_one,UserKNN,NDCG,high,N/A,0.0024438792923783,
music,eva_three,pop_one,ItemKNN,NDCG,high,N/A,0.0313335700162619,
music,eva_three,pop_one,PMF,NDCG,high,N/A,0.005028896341049,
music,eva_three,pop_one,NMF,NDCG,high,N/A,0.0010515495892857,
music,eva_three,pop_one,HPF,NDCG,high,N/A,0.45542539541262,
music,eva_three,pop_one,MostPop,GAP,low,N/A,703.8021015348986,
music,eva_three,pop_one,UserKNN,GAP,low,N/A,-71.09941320190558,
music,eva_three,pop_one,ItemKNN,GAP,low,N/A,-53.24240066514538,
music,eva_three,pop_one,PMF,GAP,low,N/A,-70.08850901649221,
music,eva_three,pop_one,NMF,GAP,low,N/A,-76.39735572628994,
music,eva_three,pop_one,HPF,GAP,low,N/A,113.22957450647746,
music,eva_three,pop_one,MostPop,GAP,med,N/A,369.1587637808017,
music,eva_three,pop_one,UserKNN,GAP,med,N/A,-83.40495117155501,
music,eva_three,pop_one,ItemKNN,GAP,med,N/A,-67.04338199408518,
music,eva_three,pop_one,PMF,GAP,med,N/A,-81.75758486930995,
music,eva_three,pop_one,NMF,GAP,med,N/A,-85.81003863344475,
music,eva_three,pop_one,HPF,GAP,med,N/A,98.84720047112388,
music,eva_three,pop_one,MostPop,GAP,high,N/A,224.149192000238,
music,eva_three,pop_one,UserKNN,GAP,high,N/A,-88.10221973337002,
music,eva_three,pop_one,ItemKNN,GAP,high,N/A,-76.90478092963784,
music,eva_three,pop_one,PMF,GAP,high,N/A,-87.15201507193035,
music,eva_three,pop_one,NMF,GAP,high,N/A,-90.12785871218952,
music,eva_three,pop_one,HPF,GAP,high,N/A,82.41256160593295,
music,eva_three,pop_one,MostPop,NDCG_TTEST,N/A,low-med,,2.9783929926872088e-55
music,eva_three,pop_one,UserKNN,NDCG_TTEST,N/A,low-med,,0.0679896956123753
music,eva_three,pop_one,ItemKNN,NDCG_TTEST,N/A,low-med,,0.9147404677925682
music,eva_three,pop_one,PMF,NDCG_TTEST,N/A,low-med,,0.5590762665079627
music,eva_three,pop_one,NMF,NDCG_TTEST,N/A,low-med,,0.2289448991877208
music,eva_three,pop_one,HPF,NDCG_TTEST,N/A,low-med,,3.508998060564496e-09
music,eva_three,pop_one,MostPop,NDCG_TTEST,N/A,low-high,,3.9718053086521473e-56
music,eva_three,pop_one,UserKNN,NDCG_TTEST,N/A,low-high,,0.0287675158976754
music,eva_three,pop_one,ItemKNN,NDCG_TTEST,N/A,low-high,,0.4116170218579643
music,eva_three,pop_one,PMF,NDCG_TTEST,N/A,low-high,,0.0185743893618573
music,eva_three,pop_one,NMF,NDCG_TTEST,N/A,low-high,,1.9668288096408517e-05
music,eva_three,pop_one,HPF,NDCG_TTEST,N/A,low-high,,8.348399754420272e-09
music,eva_three,pop_one,MostPop,NDCG_TTEST,N/A,med-high,,5.623662656133165e-05
music,eva_three,pop_one,UserKNN,NDCG_TTEST,N/A,med-high,,8.52309467748573e-08
music,eva_three,pop_one,ItemKNN,NDCG_TTEST,N/A,med-high,,0.2648597254315742
music,eva_three,pop_one,PMF,NDCG_TTEST,N/A,med-high,,0.0005150737756439
music,eva_three,pop_one,NMF,NDCG_TTEST,N/A,med-high,,1.87952917509811e-08
music,eva_three,pop_one,HPF,NDCG_TTEST,N/A,med-high,,0.3832417127194688
music,eva_three,pop_one,MostPop,GAP_TTEST,N/A,low-med,,0.0
music,eva_three,pop_one,UserKNN,GAP_TTEST,N/A,low-med,,2.6761870489734365e-39
music,eva_three,pop_one,ItemKNN,GAP_TTEST,N/A,low-med,,7.405137103612978e-08
