domain,movies,movies,movies,movies,movies,movies,movies,movies,movies,movies,movies,movies,movies,movies,movies,movies,movies,movies,music,music,music,music,music,music,music,music,music,music,music,music,music,music,music,music,music,music
eval_strategy_desc,TrainItems,TrainItems,TrainItems,TrainItems,TrainItems,TrainItems,TrainItems,TrainItems,TrainItems,UserTest,UserTest,UserTest,UserTest,UserTest,UserTest,UserTest,UserTest,UserTest,TrainItems,TrainItems,TrainItems,TrainItems,TrainItems,TrainItems,TrainItems,TrainItems,TrainItems,UserTest,UserTest,UserTest,UserTest,UserTest,UserTest,UserTest,UserTest,UserTest
pop_notion_desc,AveragePopularity,AveragePopularity,AveragePopularity,NicheConsumptionRate,NicheConsumptionRate,NicheConsumptionRate,PopularPercentage,PopularPercentage,PopularPercentage,AveragePopularity,AveragePopularity,AveragePopularity,NicheConsumptionRate,NicheConsumptionRate,NicheConsumptionRate,PopularPercentage,PopularPercentage,PopularPercentage,AveragePopularity,AveragePopularity,AveragePopularity,NicheConsumptionRate,NicheConsumptionRate,NicheConsumptionRate,PopularPercentage,PopularPercentage,PopularPercentage,AveragePopularity,AveragePopularity,AveragePopularity,NicheConsumptionRate,NicheConsumptionRate,NicheConsumptionRate,PopularPercentage,PopularPercentage,PopularPercentage
comparison_group,low-high,low-med,med-high,low-high,low-med,med-high,low-high,low-med,med-high,low-high,low-med,med-high,low-high,low-med,med-high,low-high,low-med,med-high,low-high,low-med,med-high,low-high,low-med,med-high,low-high,low-med,med-high,low-high,low-med,med-high,low-high,low-med,med-high,low-high,low-med,med-high
algorithm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPF,5.423991637756442e-29,7.820520624133756e-10,8.672118156694048e-15,0.0055080472080413,5.730054446202896e-27,1.3895726768921652e-11,5.281428858213603e-09,0.0342918959543658,1.608602229029875e-07,0.0064465621600449,0.026556662431766,0.2429546325623585,0.7723034357149958,0.026764801985512,0.0114947442604839,0.0279904523971106,0.0009644321021702,0.5442316323618133,0.0002831115589862,4.5180655246118e-06,0.7302003180411737,1.4577918739967239e-12,0.1284991265452852,4.872059648667137e-12,8.348399754420272e-09,3.508998060564496e-09,0.3832417127194688,0.0586895444193876,0.0008405935905825,0.3358091840442188,0.1316026114637255,0.5156198900759845,0.0123862267615072,0.0585353414896742,0.0015283929395145,0.4344507437694275
ItemKNN,1.121461054274683e-90,4.7059990889180157e-29,8.970161122088277e-98,4.6725511258697353e-23,4.846241132626656e-68,0.0250602870379703,2.1157565031815798e-62,4.530588281949873e-13,1.7561993981538933e-71,0.9535592713808724,0.3965054268737099,0.433109247129692,0.8017527553222235,6.899429033178033e-07,2.0528648282580145e-05,0.172932528141832,0.0283066148338225,0.5407002016372129,0.524221784978188,0.8097220397198842,0.2996626000068685,0.1631238846225717,0.3544965172521286,0.4272697327450611,0.4116170218579643,0.9147404677925682,0.2648597254315742,0.0215116733318162,0.0026657248935478,0.8472286645804225,0.0159481456086227,0.4982621945442579,0.025529887271653,0.1923152044273691,0.0393920195104374,0.6511216027884359
MostPop,0.6300664762894985,0.9793730349292448,0.5360915326099873,0.2546186778217831,1.3817598698567577e-29,3.086791284066225e-21,0.1111751320716526,0.0022322075510695,0.1613131825472858,0.0005264984508598,0.0049413871548298,0.1291283188998939,0.1140456003169307,0.065476395625993,0.0001756418584452,0.0002729376023636,0.0004688285945141,0.3379506947185223,3.448823896913824e-59,1.5868174854907476e-51,4.981970084538646e-07,2.2665266944662345e-44,2.085816994986937e-05,1.1475512491206195e-38,3.9718053086521473e-56,2.9783929926872088e-55,5.623662656133165e-05,0.6749970040124385,0.0127598932558147,0.052489116396661,0.2972899825896744,0.3415634850216367,0.0297401757952856,0.8788382720530379,0.0289321832568187,0.0456990698025005
NMF,0.0081240164291463,0.027537065467909,0.2924412329823898,0.0002018885165025,0.0004358008023252,0.1483635589466771,0.0035155849270619,0.0846135670237264,0.0508945411302488,0.0103864358659191,0.0342371126576139,0.2960284123514355,0.0065899348594502,0.0334690036931275,4.654658066737136e-07,0.0014218750745362,0.0052920270046763,0.2653191676875061,1.1562795355803882e-05,0.8742514921984504,2.1451361135654495e-12,0.0074500690919272,0.0004254844559018,0.8462851878432078,1.966828809640852e-05,0.2289448991877208,1.87952917509811e-08,0.1837770269828252,0.0114870490490781,0.3465332199192463,0.0561332114239364,0.4406947611048291,0.0021079106689695,0.0952650125487582,0.0068051326912168,0.4981676433815543
PMF,9.66221733496528e-07,0.0014830757608456,0.0044567403374784,0.0104277788921389,7.687282608336771e-19,1.8653991759775477e-07,0.0010873111993565,0.6407196494241489,0.0002518489275534,0.7125005467538861,0.9020277853847708,0.557571034667036,0.969372267168235,2.337018136571643e-06,1.0469690465709402e-05,0.8994600302614209,0.1039089216357961,0.1214676244263148,0.2722989240871695,0.3812031580120842,0.0406789240054592,0.0502837768966674,0.042715709638264,0.694401850521061,0.0185743893618573,0.5590762665079627,0.0005150737756439,0.2405922684332112,0.302436217013761,0.6881847225712783,0.0435456153502987,0.5962717991723027,0.0534835673235666,0.0624600048881377,0.0307993739184685,0.907155581938067
